#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Leishmania enriettii	5663	PRJNA691534	691534	Protists	Kinetoplasts	33.3189	59.5865	GCA_017916305.1	chromosome 1:CM030576.1; chromosome 2:CM030577.1; chromosome 3:CM030578.1; chromosome 4:CM030579.1; chromosome 5:CM030580.1; chromosome 6:CM030581.1; chromosome 7:CM030582.1; chromosome 8:CM030583.1; chromosome 9:CM030584.1; chromosome 10:CM030585.1; chromosome 11:CM030586.1; chromosome 12:CM030587.1; chromosome 13:CM030588.1; chromosome 14:CM030589.1; chromosome 15:CM030590.1; chromosome 16:CM030591.1; chromosome 17:CM030592.1; chromosome 18:CM030593.1; chromosome 19:CM030594.1; chromosome 20:CM030595.1; chromosome 21:CM030596.1; chromosome 22:CM030597.1; chromosome 23:CM030598.1; chromosome 24:CM030599.1; chromosome 25:CM030600.1; chromosome 26:CM030601.1; chromosome 27:CM030602.1; chromosome 28:CM030603.1; chromosome 29:CM030604.1; chromosome 30:CM030605.1; chromosome 31:CM030606.1; chromosome 32:CM030607.1; chromosome 33:CM030608.1; chromosome 34:CM030609.1; chromosome 35:CM030610.1; chromosome 36:CM030611.1	JAFHKP01	54	8353	8353	13/4/2021	15/4/2021	Chromosome	Lancaster University	SAMN17294112
Haemonchus contortus	6289	PRJEB506	194485	Animals	Roundworms	283.439	43.2289	GCA_000469685.2	chromosome 1:LS997562.1; chromosome 2:LS997563.1; chromosome 3:LS997564.1; chromosome 4:LS997565.1; chromosome 5:LS997566.1; chromosome X:LS997567.1; mitochondrion mtDNA:LS997568.1	-	7	-	-	5/9/2018	20/2/2019	Chromosome	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA2272274
Pelagomonas calceolata	35677	PRJEB48576	779346	Protists	Other Protists	32.4453	63.6	GCA_918797485.1	-	CAKKNE01	8	16525	16525	12/11/2021	12/11/2021	Contig	Genoscope CEA	SAMEA10271030
Cytauxzoon felis	27996	PRJNA196611	196611	Protists	Apicomplexans	9.10917	31.8	GCA_020283715.1	-	JAIQCW01	360	-	-	5/10/2021	5/10/2021	Contig	NC State University	SAMN02010568
Plasmodium relictum	85471	PRJEB9074	353795	Protists	Apicomplexans	22.6074	18.4009	GCA_900005765.1	chromosome 1:NC_041679.1/LN835296.1; chromosome 2:NC_041680.1/LN835297.1; chromosome 3:NC_041681.1/LN835298.1; chromosome 4:NC_041682.1/LN835299.1; chromosome 5:NC_041683.1/LN835300.1; chromosome 6:NC_041684.1/LN835301.1; chromosome 7:NC_041685.1/LN835302.1; chromosome 8:NC_041686.1/LN835303.1; chromosome 9:NC_041687.1/LN835304.1; chromosome 10:NC_041688.1/LN835305.1; chromosome 11:NC_041689.1/LN835306.1; chromosome 12:NC_041690.1/LN835307.1; chromosome 13:NC_041691.1/LN835308.1; chromosome 14:NC_041692.1/LN835309.1; mitochondrion MIT:LN835311.1; mitochondrion MT:NC_012426.1/; apicoplast API:NC_031964.1/LN835310.1	CVMU01	514	5292	5136	15/11/2016	16/11/2016	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA2385706
Dipylidium caninum	66787	PRJNA453897	453897	Animals	Flatworms	109.012	46.6	GCA_017562135.1	-	QEYB01	1686	-	-	22/3/2021	22/3/2021	Contig	Chinese Academy of Agricultural Sciences	SAMN08993426
Bursaphelenchus mucronatus	6325	PRJNA562094	562094	Animals	Roundworms	73.0538	39.3245	GCA_025436335.1	chromosome 1:CM046355.1; chromosome 2:CM046356.1; chromosome 3:CM046357.1; chromosome 4:CM046358.1; chromosome 5:CM046359.1; chromosome 6:CM046360.1	VUOU01	72	-	-	27/9/2022	27/9/2022	Chromosome	Institute of Zoology	SAMN12634258
Naegleria fowleri	5763	PRJNA772244	772244	Protists	Other Protists	29.5499	36.8823	GCA_008403515.1	plasmid p_rDNA:NW_025407932.1/CM017919.1; mitochondrion MT:NC_021104.1/CM017920.1	VFQX01	83	13854	13816	16/9/2019	15/1/2020	Scaffold	NCBI	SAMN11479966
Andalucia godoyi	505711	PRJNA559352	559352	Protists	Other Protists	20.0886	49.5	GCA_009859145.1	-	VRVR01	66	1012	1027	13/1/2020	13/1/2020	Scaffold	Universite de Montreal	SAMN12535231
Angomonas desouzai	59800	PRJNA203515	203515	Protists	Kinetoplasts	24.2509	49.2	GCA_000482185.1	-	AUXL01	7953	-	-	25/10/2013	6/8/2014	Contig	VCU	SAMN02953865
Steinernema feltiae	52066	PRJNA353610	353610	Animals	Roundworms	121.603	46.5	GCA_007213375.1	-	MQUG01	4678	-	-	22/7/2019	22/7/2019	Contig	"Dept of Entomology, College of Agricultural, Human, and Natural Resource"	SAMN06017646
Steinernema scapterisci	90986	PRJNA204942	204942	Animals	Roundworms	79.6513	47.9	GCA_000757745.1	-	AZBW01	2864	-	-	24/9/2014	1/10/2015	Scaffold	California Institute of Technology	SAMN03067855
Steinernema glaseri	37863	PRJNA204943	204943	Animals	Roundworms	92.8363	47.2	GCA_000757755.1	-	AZBX01	7510	-	-	24/9/2014	1/10/2015	Scaffold	California Institute of Technology	SAMN03067856
Steinernema monticolum	90984	PRJNA205067	205067	Animals	Roundworms	89.159	41.8	GCA_000505645.1	-	AZHV01	14252	-	-	10/12/2013	1/10/2015	Scaffold	California Institute of Technology	SAMN02953877
Leishmania guyanensis	5670	PRJNA872130	872130	Protists	Kinetoplasts	32.5447	57.8716	GCA_024970365.1	chromosome 1:CP103914.1; chromosome 2:CP103915.1; chromosome 3:CP103916.1; chromosome 4:CP103917.1; chromosome 5:CP103918.1; chromosome 6:CP103919.1; chromosome 7:CP103920.1; chromosome 8:CP103921.1; chromosome 9:CP103922.1; chromosome 10:CP103923.1; chromosome 11:CP103924.1; chromosome 12:CP103925.1; chromosome 13:CP103926.1; chromosome 14:CP103927.1; chromosome 15:CP103928.1; chromosome 16:CP103929.1; chromosome 17:CP103930.1; chromosome 18:CP103931.1; chromosome 19:CP103932.1; chromosome 21:CP103933.1; chromosome 22:CP103934.1; chromosome 23:CP103935.1; chromosome 24:CP103936.1; chromosome 25:CP103937.1; chromosome 26:CP103938.1; chromosome 27:CP103939.1; chromosome 28:CP103940.1; chromosome 29:CP103941.1; chromosome 30:CP103942.1; chromosome 31:CP103943.1; chromosome 32:CP103944.1; chromosome 33:CP103945.1; chromosome 34:CP103946.1; chromosome 35:CP103947.1; chromosome 36:CP103948.1; kinetoplast kinetoplast:CP103949.1	-	36	-	-	6/9/2022	6/9/2022	Complete Genome	University of Missouri	SAMN30439819
Cryptosporidium meleagridis	93969	PRJNA222838	222838	Protists	Apicomplexans	8.9732	31	GCA_001593445.1	-	JIBK01	57	3806	3753	17/3/2016	2/2/2018	Contig	IGS	SAMN02666797
Eimeria necatrix	51315	PRJEB4833	223651	Protists	Apicomplexans	55.0079	51	GCA_000499385.1	-	CBUZ01	3707	8584	8609	30/10/2013	30/1/2015	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA3138811
Eimeria brunetti	51314	PRJEB4834	223645	Protists	Apicomplexans	66.8902	47.7	GCA_000499725.1	-	CBUX01	8575	8711	8711	30/10/2013	30/1/2015	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA3138828
Eimeria mitis	44415	PRJEB4835	223652	Protists	Apicomplexans	72.2403	47	GCA_000499745.2	-	CBUT01	15978	10073	10073	30/10/2013	30/1/2015	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA3138829
Eimeria praecox	51316	PRJEB4836	223646	Protists	Apicomplexans	60.0833	45.4	GCA_000499445.1	-	CBUU01	21348	7635	7635	30/10/2013	30/1/2015	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA3138814
Onchocerca ochengi	42157	PRJEB1204	261614	Animals	Roundworms	91.6606	29.6	GCA_000950515.2	-	FJNM01	20243	-	-	4/3/2016	4/3/2016	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA1034766
Fasciolopsis buski	27845	PRJNA284521	284521	Animals	Flatworms	748.158	41	GCA_008360955.1	-	LUCM01	11829	11837	11837	9/9/2019	9/9/2019	Scaffold	McDonnell Genome Institute	SAMN11554071
Echinococcus multilocularis	6211	PRJEB122	213838	Animals	Flatworms	114.963	42.4	GCA_000469725.3	-	CBLO02	1217	9192	10656	31/7/2013	12/11/2015	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA2271939
Paragonimus westermani	34504	PRJNA454344	454344	Animals	Flatworms	922.85	41.2001	GCA_008508345.1	mitochondrion MT:CM017921.1	QNGE01	30456	12839	12795	18/9/2019	18/9/2019	Scaffold	University of Queensland	SAMN09005564
Romanomermis culicivorax	13658	PRJEB1358	232758	Animals	Roundworms	322.766	37.8	GCA_001039655.1	-	CAQS01	62537	-	-	6/1/2014	30/1/2015	Scaffold	"Univeristy of Cologne, Zoological Institute"	SAMEA3146285
Toxascaris leonina	59264	PRJNA612651	612651	Animals	Roundworms	284.817	37.6	GCA_022844705.1	-	JAARMF01	49539	-	-	8/4/2022	8/4/2022	Scaffold	"Institute of Zoology, Chinese Academy of Sciences"	SAMN14379724
Strigomonas galati	1003336	PRJNA203516	203516	Protists	Kinetoplasts	27.235	49.9	GCA_000482125.1	-	AUXN01	7280	-	-	25/10/2013	6/8/2014	Contig	Virginia Commonwealth University	SAMN02953867
Strigomonas oncopelti	5657	PRJNA203518	203518	Protists	Kinetoplasts	24.9629	55	GCA_000482165.1	-	AUXK01	8626	-	-	25/10/2013	6/8/2014	Contig	Virginia Commonwealth University	SAMN02953864
Herpetomonas muscarum	5718	PRJNA203519	203519	Protists	Kinetoplasts	30.8448	58.2	GCA_000482205.1	-	AUXJ01	10264	-	-	25/10/2013	6/8/2014	Contig	Virginia Commonwealth University	SAMN02953863
Crithidia acanthocephali	59798	PRJNA203520	203520	Protists	Kinetoplasts	33.7832	56.2	GCA_000482105.1	-	AUXI01	5199	-	-	25/10/2013	6/8/2014	Contig	Virginia Commonwealth University	SAMN02953862
Salpingoeca rosetta	946362	PRJNA37927	37927	Protists	Other Protists	55.4403	55.5	GCA_000188695.1	-	ACSY01	154	11791	11725	9/2/2011	6/11/2013	Scaffold	Broad Institute	SAMN00013333
Hymenolepis microstoma	85433	PRJEB124	213813	Animals	Flatworms	168.943	36.9168	GCA_000469805.3	chromosome 1:LR215989.1; chromosome 2:LR215990.1; chromosome 3:LR215991.1; chromosome 4:LR215995.1; chromosome 5:LR215993.1; chromosome 6:LR215994.1; mitochondrion 7:LR215992.1	-	7	-	-	7/3/2019	7/3/2019	Chromosome	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA2272183
Elaeophora elaphi	1147741	PRJEB502	226653	Animals	Roundworms	1.48083	56.6	GCA_000499685.1	-	CBVL01	1	-	-	5/11/2013	30/1/2015	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA3138826
Leishmania turanica	62297	PRJNA192712	192712	Protists	Kinetoplasts	32.32	59.5	GCA_000441995.1	-	ATBU01	336	-	-	29/7/2013	4/8/2014	Scaffold	Kinetoplastid Genomes Consortium	SAMN02212518
Leishmania gerbilli	40285	PRJNA192717	192717	Protists	Kinetoplasts	31.3986	59.6	GCA_000443025.1	-	ATBK01	492	-	-	2/8/2013	4/8/2014	Scaffold	Kinetoplastid Genomes Consortium	SAMN02214423
Albugo candida	65357	PRJEB39673	700909	Protists	Other Protists	38.9616	42.9	GCA_905220665.1	-	CAJNAR01	198	-	-	13/2/2021	13/2/2021	Contig	The John Innes Centre	SAMEA2272664
Hyphochytrium catenoides	42384	PRJEB13950	356932	Protists	Other Protists	61.0267	49.2852	GCA_900088475.1	mitochondrion mitochondria:LT578416.1	FLMG01	4759	18140	-	10/12/2016	10/12/2016	Scaffold	University of Exeter	SAMEA3980475
Angiostrongylus cantonensis	6313	PRJNA350391	350391	Animals	Roundworms	293.307	38.7	GCA_009735665.1	-	MQTX01	26577	10314	10314	9/12/2019	9/12/2019	Scaffold	Sun Yat-sen University	SAMN05943038
Leishmania sp. Ghana 2012 LV757	2803181	PRJNA691536	691536	Protists	Kinetoplasts	35.9535	59.6694	GCA_017918215.1	chromosome 1:CM030468.1; chromosome 2:CM030469.1; chromosome 3:CM030470.1; chromosome 4:CM030471.1; chromosome 5:CM030472.1; chromosome 6:CM030473.1; chromosome 7:CM030474.1; chromosome 8:CM030475.1; chromosome 9:CM030476.1; chromosome 10:CM030477.1; chromosome 11:CM030478.1; chromosome 12:CM030479.1; chromosome 13:CM030480.1; chromosome 14:CM030481.1; chromosome 15:CM030482.1; chromosome 16:CM030483.1; chromosome 17:CM030484.1; chromosome 18:CM030485.1; chromosome 19:CM030486.1; chromosome 20:CM030487.1; chromosome 21:CM030488.1; chromosome 22:CM030489.1; chromosome 23:CM030490.1; chromosome 24:CM030491.1; chromosome 25:CM030492.1; chromosome 26:CM030493.1; chromosome 27:CM030494.1; chromosome 28:CM030495.1; chromosome 29:CM030496.1; chromosome 30:CM030497.1; chromosome 31:CM030498.1; chromosome 32:CM030499.1; chromosome 33:CM030500.1; chromosome 34:CM030501.1; chromosome 35:CM030502.1; chromosome 36:CM030503.1	JAFJZN01	116	8119	8119	13/4/2021	15/4/2021	Chromosome	Lancaster University	SAMN17294115
Leishmania arabica	40284	PRJNA192710	192710	Protists	Kinetoplasts	31.2691	59.2021	GCA_000410695.2	chromosome 1:CM004642.1; chromosome 2:CM004643.1; chromosome 3:CM004644.1; chromosome 4:CM004645.1; chromosome 5:CM004646.1; chromosome 6:CM004647.1; chromosome 7:CM004648.1; chromosome 8:CM004649.1; chromosome 9:CM004650.1; chromosome 10:CM004651.1; chromosome 11:CM004652.1; chromosome 12:CM004653.1; chromosome 13:CM004654.1; chromosome 14:CM004655.1; chromosome 15:CM004656.1; chromosome 16:CM004657.1; chromosome 17:CM004658.1; chromosome 18:CM004659.1; chromosome 19:CM004660.1; chromosome 20:CM004661.1; chromosome 21:CM004662.1; chromosome 22:CM004663.1; chromosome 23:CM004664.1; chromosome 24:CM004665.1; chromosome 25:CM004666.1; chromosome 26:CM004667.1; chromosome 27:CM004668.1; chromosome 28:CM004669.1; chromosome 29:CM004670.1; chromosome 30:CM004635.1; chromosome 31:CM004636.1; chromosome 32:CM004637.1; chromosome 33:CM004638.1; chromosome 34:CM004639.1; chromosome 35:CM004640.1; chromosome 36:CM004641.1	ATBH02	168	-	-	11/6/2013	16/9/2016	Chromosome	Kinetoplastid Genomes Consortium	SAMN02214421
Heterococcus sp. DN1	1140117	PRJNA210954	210954	Protists	Other Protists	60.7427	48.2	GCA_000498555.1	-	AXNI01	21589	-	-	22/11/2013	11/8/2014	Contig	University of Minnesota	SAMN02981563
Plasmodium gaboni	647221	PRJNA329100	329100	Protists	Apicomplexans	20.3855	18.8583	GCA_001602025.1	chromosome 1:NC_031481.1/CM003856.1; chromosome 2:NC_031482.1/CM003857.1; chromosome 3:NC_031483.1/CM003858.1; chromosome 4:NC_031484.1/CM003859.1; chromosome 5:NC_031485.1/CM003860.1; chromosome 6:NC_031486.1/CM003861.1; chromosome 7:NC_031487.1/CM003862.1; chromosome 8:NC_031488.1/CM003863.1; chromosome 9:NC_031489.1/CM003864.1; chromosome 10:NC_031490.1/CM003865.1; chromosome 11:NC_031491.1/CM003866.1; chromosome 12:NC_031492.1/CM003867.1; chromosome 13:NC_031493.1/CM003868.1; chromosome 14:NC_031494.1/CM003869.1; apicoplast Pltd:NW_017385168.1/CM003884.1	LVLB01	833	5382	5354	28/3/2016	20/10/2016	Chromosome	NCBI	SAMN04053639
Trichuris muris	70415	PRJEB126	242666	Animals	Roundworms	111.838	44	GCA_000612645.2	-	CBXJ02	803	-	-	25/3/2014	14/3/2019	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA3138969
Phytophthora fragariae	53985	PRJNA488213	488213	Protists	Other Protists	93.716	53.5	GCA_009729435.1	-	QQOI01	124	-	-	4/12/2019	5/8/2020	Contig	"NIAB-EMR Genetics, Genomics and Breeding"	SAMN07449687
Phytophthora rubi	129364	PRJNA244739	244739	Protists	Other Protists	78.9735	53	GCA_000687305.2	-	JMRJ02	2387	-	-	8/5/2014	19/9/2018	Scaffold	Shenzhen Entry-Exit Inspection and Quarantine Bureau	SAMN02728490
Trypanosoma grayi	71804	PRJNA258390	258390	Protists	Kinetoplasts	20.9341	53.9	GCA_000691245.1	-	JMRU01	2871	10676	10583	15/5/2014	27/5/2022	Scaffold	NCBI	SAMN02726834
Globodera pallida	36090	PRJNA764088	764088	Animals	Roundworms	113.22	36.9	GCA_020449905.1	-	JAIXHY01	163	-	-	13/10/2021	13/10/2021	Scaffold	Wageningen University and Research	SAMN21907683
Opisthorchis viverrini	6198	PRJNA259756	259756	Animals	Flatworms	620.453	44.2	GCA_000715545.1	-	JACJ01	42216	16356	16356	27/6/2014	12/9/2014	Scaffold	NCBI	SAMN00996407
Plasmodium coatneyi	208452	PRJNA329102	329102	Protists	Apicomplexans	27.6855	39.6541	GCA_001680005.1	chromosome 1:NC_033556.1/CP016239.1; chromosome 2:NC_033557.1/CP016240.1; chromosome 3:NC_033558.1/CP016241.1; chromosome 4:NC_033559.1/CP016242.1; chromosome 5:NC_033560.1/CP016243.1; chromosome 6:NC_033561.1/CP016244.1; chromosome 7:NC_033562.1/CP016245.1; chromosome 8:NC_033563.1/CP016246.1; chromosome 9:NC_033564.1/CP016247.1; chromosome 10:NC_033565.1/CP016248.1; chromosome 11:NC_033566.1/CP016249.1; chromosome 12:NC_033567.1/CP016250.1; chromosome 13:NC_033568.1/CP016251.1; chromosome 14:NC_033569.1/CP016252.1	-	14	5575	5516	6/7/2016	2/2/2017	Chromosome	NCBI	SAMN04571750
Paramecium sexaurelia	65128	PRJNA252373	252373	Protists	Other Protists	68.0166	24.4	GCA_000733375.1	-	JPFM01	543	-	-	25/7/2014	25/7/2014	Scaffold	Indiana University	SAMN02849568
Paramecium biaurelia	65126	PRJNA252371	252371	Protists	Other Protists	76.9631	26.3	GCA_000733385.1	-	JPFL01	2346	-	-	25/7/2014	25/7/2014	Scaffold	Indiana University	SAMN02849567
Phytophthora pisi	1131323	PRJNA746351	746351	Protists	Other Protists	58.8372	54.6	GCA_024679225.1	-	JAIKVJ01	7659	-	-	15/8/2022	15/8/2022	Scaffold	Oregon State University	SAMN20204289
Meloidogyne floridensis	298350	PRJNA340324	340324	Animals	Roundworms	74.846	-	GCA_003693605.1	-	RCFN01	8887	-	-	29/10/2018	29/10/2018	Scaffold	University of Hull	SAMN05712529
Parascaris univalens	6257	PRJNA386823	386823	Animals	Roundworms	242.743	38.8	GCA_002259215.1	-	NINM01	484	-	-	18/8/2017	21/11/2017	Scaffold	University of Colorado School of Medicine	SAMN07135490
Phytomonas sp. EM1	479712	PRJEB1535	238194	Protists	Kinetoplasts	17.7809	48	GCA_000582765.1	-	CAVQ01	138	6381	6381	12/2/2014	30/1/2015	Scaffold	Genoscope CEA	SAMEA3138948
Pythium insidiosum	114742	PRJNA808783	808783	Protists	Other Protists	55.3534	56.9	GCA_022836835.1	-	JAKVDI01	446	-	-	8/4/2022	8/4/2022	Contig	The third affiliated hospital of Sun Yat-sen University	SAMN26105103
Cyclospora cayetanensis	88456	PRJNA481327	481327	Protists	Apicomplexans	44.3636	51.9	GCA_002999335.1	-	PVNT01	738	6043	5793	14/3/2018	16/3/2018	Contig	NCBI	SAMN08618443
Aphelenchoides besseyi	269767	PRJNA834627	834627	Animals	Roundworms	47.4282	42.1	GCA_024699855.1	-	JAMPIQ01	39	12576	11794	15/8/2022	15/8/2022	Scaffold	Academia Sinica	SAMN28081354
Trichinella nelsoni	6336	PRJNA257433	257433	Animals	Roundworms	47.436	33.6	GCA_001447455.1	-	JYDL01	2969	13229	17008	24/11/2015	8/3/2016	Scaffold	University of Melbourne	SAMN02949482
Trichinella nativa	6335	PRJNA257433	257433	Animals	Roundworms	47.2362	33.5	GCA_001447565.2	-	JYDW01	2483	12838	16586	24/11/2015	8/3/2016	Scaffold	University of Melbourne	SAMN02949468
Trichinella britovi	45882	PRJNA257433	257433	Animals	Roundworms	51.5048	33.8	GCA_001447585.1	-	JYDI01	7991	16058	20907	24/11/2015	8/3/2016	Scaffold	University of Melbourne	SAMN02949469
Trichinella zimbabwensis	268475	PRJNA257433	257433	Animals	Roundworms	50.7951	32.9	GCA_001447665.1	-	JYDP01	10839	14764	19269	24/11/2015	8/3/2016	Scaffold	University of Melbourne	SAMN02949506
Trichinella papuae	268474	PRJNA257433	257433	Animals	Roundworms	46.8445	32.7	GCA_001447755.1	-	JYDO01	2542	11837	16247	24/11/2015	8/3/2016	Scaffold	University of Melbourne	SAMN02949504
Trichinella murrelli	144512	PRJNA296806	296806	Animals	Roundworms	64.7232	33.8959	GCA_002221485.1	chromosome 1:CM008133.1; chromosome 2:CM008134.1; chromosome X:CM008135.1	LKDY01	510	-	-	19/7/2017	9/8/2017	Chromosome	USDA-ARS	SAMN04105283
Acytostelium subglobosum LB1	1410327	PRJDB1513	266494	Protists	Other Protists	31.003	44.2	GCA_000787575.2	-	BAUZ01	106	12682	12686	5/11/2014	3/11/2015	Scaffold	Acytostelium Genome Consortium	SAMD00019534
Caenorhabditis tropicalis	1561998	PRJNA649308	649308	Animals	Roundworms	81.5748	37.7702	GCA_016735795.1	chromosome I:CM028614.1; chromosome II:CM028615.1; chromosome III:CM028616.1; chromosome IV:CM028617.1; chromosome V:CM028618.1; chromosome X:CM028619.1	JADBCG01	11	-	-	21/1/2021	25/1/2021	Chromosome	UCLA	SAMN15663098
Phytopythium vexans	907947	PRJNA454536	454536	Protists	Other Protists	41.7256	58.2	GCA_003413675.1	-	QLOC01	44	-	-	22/8/2018	22/8/2018	Contig	"Chinese Academy of Agriculatural Sciences (IBFC, CAAS)"	SAMN09010073
Schizochytrium sp. CCTCC M209059	1573607	PRJNA267643	267643	Protists	Other Protists	39.0897	56.4	GCA_000818945.1	-	JTFK01	322	-	-	15/1/2015	2/9/2015	Scaffold	Nanjing Tech University	SAMN03198951
Babesia divergens	32595	PRJEB6536	259731	Protists	Apicomplexans	9.72541	42.5	GCA_001077455.2	-	CCSG02	141	-	-	6/9/2014	24/2/2018	Scaffold	Spanish National Center for Microbiology	SAMEA2612614
Acanthamoeba polyphaga	5757	PRJNA307312	307312	Protists	Other Protists	49.3537	58.1	GCA_001567625.1	-	LQHA01	18098	-	-	24/2/2016	15/7/2019	Contig	Kingston University	SAMN04378134
Acanthamoeba royreba	32600	PRJEB7687	271768	Protists	Other Protists	79.5441	51.3	GCA_000826365.1	-	CDEZ01	24098	-	-	6/1/2015	29/1/2015	Scaffold	University of Liverpool	SAMEA3111752
Acanthamoeba rhysodes	32599	PRJEB7687	271768	Protists	Other Protists	75.8213	57.9	GCA_000826385.1	-	CDFC01	62836	-	-	6/1/2015	31/1/2015	Scaffold	University of Liverpool	SAMEA3111753
Acanthamoeba divionensis	202919	PRJEB7687	271768	Protists	Other Protists	84.7694	42.7	GCA_000826405.1	-	CDFI01	107714	-	-	6/1/2015	31/1/2015	Scaffold	University of Liverpool	SAMEA3111754
Acanthamoeba lugdunensis	61605	PRJEB7687	271768	Protists	Other Protists	99.4171	59.1	GCA_000826425.1	-	CDFB01	67459	-	-	6/1/2015	29/1/2015	Scaffold	University of Liverpool	SAMEA3111755
Acanthamoeba quina	211522	PRJEB7687	271768	Protists	Other Protists	83.589	59.2	GCA_000826445.1	-	CDFN01	60490	-	-	6/1/2015	7/2/2015	Scaffold	University of Liverpool	SAMEA3111756
Acanthamoeba mauritaniensis	196912	PRJEB7687	271768	Protists	Other Protists	106.836	58.7	GCA_000826465.1	-	CDFE01	67233	-	-	6/1/2015	31/1/2015	Scaffold	University of Liverpool	SAMEA3111757
Acanthamoeba pearcei	65662	PRJEB7687	271768	Protists	Other Protists	115.614	59	GCA_000826505.1	-	CDFJ01	224137	-	-	6/1/2015	31/1/2015	Scaffold	University of Liverpool	SAMEA3111759
Eimeria nieschulzi	44416	PRJNA258495	258495	Protists	Apicomplexans	62.8325	50	GCA_000826945.1	-	JRZD01	33146	-	-	21/1/2015	21/1/2015	Scaffold	Technische Universitaet Dresden	SAMN03102450
Acanthamoeba astronyxis	65658	PRJEB7687	271768	Protists	Other Protists	83.4325	42.9	GCA_000826245.1	-	CDFH01	98248	-	-	6/1/2015	31/1/2015	Scaffold	University of Liverpool	SAMEA3111746
Acanthamoeba culbertsoni	43142	PRJEB7687	271768	Protists	Other Protists	55.5438	50.4	GCA_000826265.1	-	CDFF01	72411	-	-	6/1/2015	31/1/2015	Scaffold	University of Liverpool	SAMEA3111747
