#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Middelhovenomyces tepae	45597	PRJNA429441	429441	Fungi	Ascomycetes	15.0738	40.8	GCA_003708105.2	-	PPNF02	291	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343299
[Candida] orba	115786	PRJNA429441	429441	Fungi	Ascomycetes	11.5557	31.6	GCA_003708145.2	-	PPNK02	543	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343294
Starmera amethionina	53643	PRJNA429441	429441	Fungi	Ascomycetes	11.9025	31.7	GCA_003708085.1	-	PPNC01	1669	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343302
Hyphopichia gotoi	87895	PRJNA429441	429441	Fungi	Ascomycetes	13.3223	40.5	GCA_003708205.1	-	PPNP01	191	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343289
Cyberlindnera mycetangii	130814	PRJNA429441	429441	Fungi	Ascomycetes	12.154	45.5	GCA_003708295.2	-	PPNU02	106	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343284
Cyberlindnera xylosilytica	1667614	PRJNA429441	429441	Fungi	Ascomycetes	13.9523	49.6	GCA_003708285.1	-	PPNT01	464	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343285
[Candida] heveicola	487108	PRJNA429441	429441	Fungi	Ascomycetes	13.0755	47.2	GCA_003708405.1	-	PPOB01	85	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343277
Hanseniaspora pseudoguilliermondii	332229	PRJNA429441	429441	Fungi	Ascomycetes	9.07795	34.5	GCA_003708335.1	-	PPNX01	917	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343281
Kazachstania rosinii	56413	PRJNA429441	429441	Fungi	Ascomycetes	12.2662	40.4	GCA_003708425.2	-	PPOD02	449	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343275
Hanseniaspora singularis (nom. inval.)	572238	PRJNA429441	429441	Fungi	Ascomycetes	9.23602	26.3	GCA_003708365.1	-	PPNY01	1225	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343280
Cyberlindnera maclurae	65811	PRJNA429441	429441	Fungi	Ascomycetes	10.9408	48.8	GCA_003708355.2	-	PPNZ02	1669	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343279
Kazachstania kunashirensis	488016	PRJNA429441	429441	Fungi	Ascomycetes	10.9857	32.3	GCA_003708465.1	-	PPOH01	353	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343270
Grigorovia transvaalensis	36916	PRJNA429441	429441	Fungi	Ascomycetes	12.5999	33.3	GCA_003708445.2	-	PPXN02	914	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343274
Kazachstania solicola	1089532	PRJNA429441	429441	Fungi	Ascomycetes	13.2321	35.6	GCA_003708835.2	-	PPOG02	1503	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343271
Debaryomyces prosopidis	148098	PRJNA429441	429441	Fungi	Ascomycetes	12.9281	35.7	GCA_003708935.1	-	PPOQ01	323	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343261
[Candida] gorgasii	271357	PRJNA429441	429441	Fungi	Ascomycetes	11.3515	36.4	GCA_003708985.2	-	PPPC02	95	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343249
Kazachstania martiniae	74404	PRJNA429441	429441	Fungi	Ascomycetes	11.8114	33.6	GCA_003708925.2	-	PPOM02	588	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343265
Magnaporthales sp. P1609	2051560	PRJNA416656	416656	Fungi	Ascomycetes	41.8212	50.3	GCA_003709005.1	-	PELF01	53	-	-	31/10/2018	8/6/2020	Contig	Fujian Agriculture and Forestry University	SAMN07959954
Debaryomyces subglobosus	522693	PRJNA429441	429441	Fungi	Ascomycetes	11.5539	35.4	GCA_003708965.1	-	PPOW01	241	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343255
Martiniozyma abietophila	324742	PRJNA429441	429441	Fungi	Ascomycetes	16.224	27.9	GCA_003705535.2	-	PPIT02	11407	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343418
Citeromyces siamensis	109331	PRJNA429441	429441	Fungi	Ascomycetes	25.257	43.8	GCA_003706365.1	-	PPLB01	8808	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343358
Blastobotrys niveus	44073	PRJNA429441	429441	Fungi	Ascomycetes	15.4969	43.6	GCA_003707525.2	-	PPJK02	6879	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343401
Botryozyma nematodophila	44070	PRJNA429441	429441	Fungi	Ascomycetes	17.2082	28.1	GCA_003707445.1	-	PPJC01	10984	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343409
Priceomyces carsonii	28549	PRJNA429441	429441	Fungi	Ascomycetes	11.7153	37.1	GCA_003709225.2	-	PPMM02	125	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343320
Ogataea zsoltii	169510	PRJNA429441	429441	Fungi	Ascomycetes	11.7062	47.7	GCA_003709205.2	-	PPKH02	306	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343378
Cyberlindnera saturnus	907340	PRJNA429441	429441	Fungi	Ascomycetes	13.4288	42.8	GCA_003709245.2	-	PPNR02	647	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343287
Grigorovia yakushimaensis	432099	PRJNA429441	429441	Fungi	Ascomycetes	12.9645	30.4	GCA_003709265.1	-	PPOC01	898	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343276
Chaetothyriales sp. CBS 135597	2249420	PRJNA482740	482740	Fungi	Ascomycetes	20.7387	52.7	GCA_003709825.1	-	QQXN01	134	5622	5622	2/11/2018	2/11/2018	Scaffold	Westerdijk Fungal Biodiversity Institute	SAMN09487417
Chaetothyriales sp. CBS 132003	2249419	PRJNA482740	482740	Fungi	Ascomycetes	22.9139	54	GCA_003709865.1	-	QRBJ01	118	5727	5727	2/11/2018	2/11/2018	Scaffold	Westerdijk Fungal Biodiversity Institute	SAMN09487416
Chaetothyriales sp. CBS 134916	2249418	PRJNA482740	482740	Fungi	Ascomycetes	26.4209	50.5	GCA_003709845.1	-	QQXO01	1226	6703	6703	2/11/2018	2/11/2018	Scaffold	Westerdijk Fungal Biodiversity Institute	SAMN09487415
Kazachstania aerobia	271218	PRJNA799447	799447	Fungi	Ascomycetes	12.4947	35.8	GCA_028408415.1	-	JAKOOU01	20	-	-	2/2/2023	2/2/2023	Scaffold	The University of Adelaide	SAMN25820612
Kazachstania viticola	71246	PRJNA429441	429441	Fungi	Ascomycetes	12.2385	32.6	GCA_003708455.1	-	PPOF01	1062	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343272
Debaryomyces nepalensis	27299	PRJNA429441	429441	Fungi	Ascomycetes	11.4598	36.9	GCA_003708585.1	-	PPOR01	161	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343260
Kazachstania bromeliacearum	1006466	PRJNA429441	429441	Fungi	Ascomycetes	11.3443	34.7	GCA_003708535.2	-	PPOP02	614	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343262
Debaryomyces maramus	27297	PRJNA429441	429441	Fungi	Ascomycetes	11.1061	37.3	GCA_003708605.2	-	PPOS02	271	-	-	31/10/2018	8/3/2019	Contig	UW-Madison	SAMN08343259
Kazachstania turicensis	432100	PRJNA429441	429441	Fungi	Ascomycetes	14.2321	33.1	GCA_003708545.1	-	PPOO01	961	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343263
Dipodascus geniculatus	44078	PRJNA429441	429441	Fungi	Ascomycetes	15.1994	41.1	GCA_003708655.1	-	PPOV01	303	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343256
[Candida] tammaniensis	130808	PRJNA429441	429441	Fungi	Ascomycetes	10.7945	33.5	GCA_003708705.1	-	PPOY01	99	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343253
[Candida] wancherniae	560360	PRJNA429441	429441	Fungi	Ascomycetes	10.3654	53	GCA_003708715.2	-	PPOZ02	304	-	-	31/10/2018	8/3/2019	Contig	UW-Madison	SAMN08343252
[Candida] ascalaphidarum	391823	PRJNA429441	429441	Fungi	Ascomycetes	10.4637	53.9	GCA_003708745.2	-	PPPA02	229	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343251
Cyberlindnera americana	36016	PRJNA429441	429441	Fungi	Ascomycetes	11.6031	42.1	GCA_003708795.2	-	PPOA02	241	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343278
[Candida] golubevii	1323752	PRJNA429441	429441	Fungi	Ascomycetes	14.9375	45.1	GCA_003708755.1	-	PPPB01	882	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343250
Kazachstania intestinalis	935788	PRJNA429441	429441	Fungi	Ascomycetes	9.94958	41.6	GCA_003708845.2	-	PPOJ02	402	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343268
Hanseniaspora hatyaiensis (nom. inval.)	1235602	PRJNA429441	429441	Fungi	Ascomycetes	10.0096	36.3	GCA_003708765.1	-	PPNQ01	1206	-	-	31/10/2018	31/12/2018	Scaffold	UW-Madison	SAMN08343288
Kazachstania taianensis	655095	PRJNA429441	429441	Fungi	Ascomycetes	13.6104	43.2	GCA_003708865.1	-	PPOK01	361	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343267
Kazachstania siamensis	382647	PRJNA429441	429441	Fungi	Ascomycetes	11.868	33	GCA_003708905.2	-	PPOL02	664	-	-	31/10/2018	8/3/2019	Scaffold	UW-Madison	SAMN08343266
Aspergillus incahuasiensis	2484740	PRJNA498066	498066	Fungi	Ascomycetes	31.0067	52.2	GCA_003719405.1	-	RHLP01	1939	-	-	9/11/2018	9/11/2018	Scaffold	National Center For Agricultural Utilization Research	SAMN10280326
Aspergillus olivimuriae	2184023	PRJNA498048	498048	Fungi	Ascomycetes	30.0856	53.1	GCA_003719415.1	-	RHLO01	2603	-	-	9/11/2018	9/11/2018	Scaffold	National Center For Agricultural Utilization Research	SAMN10279383
Protomyces macrosporus	48147	PRJNA486796	486796	Fungi	Ascomycetes	13.0951	52.7	GCA_003717175.1	-	QXDT01	181	-	-	7/11/2018	7/11/2018	Contig	University of Helsinki	SAMN09864018
Protomyces inundatus	27333	PRJNA486783	486783	Fungi	Ascomycetes	14.0882	52.8	GCA_003717165.1	-	QXDR01	460	-	-	7/11/2018	7/11/2018	Contig	University of Helsinki	SAMN09863624
Protomyces inouyei	27332	PRJNA486715	486715	Fungi	Ascomycetes	12.9339	51.1	GCA_003717155.1	-	QXDQ01	462	-	-	7/11/2018	7/11/2018	Contig	University of Helsinki	SAMN09862466
Protomyces gravidus	42469	PRJNA486711	486711	Fungi	Ascomycetes	11.5312	50.9	GCA_003717255.1	-	QXDP01	295	-	-	7/11/2018	7/11/2018	Contig	University of Helsinki	SAMN09862461
Protomyces pachydermus	48148	PRJNA486895	486895	Fungi	Ascomycetes	12.0077	51.2	GCA_003717275.1	-	QXDU01	329	-	-	7/11/2018	7/11/2018	Contig	University of Helsinki	SAMN09867611
Sodiomyces alkalinus F11	1314773	PRJNA196044	196044	Fungi	Ascomycetes	43.4501	48.9	GCA_003711515.1	-	NITX01	29	9625	9404	5/11/2018	16/11/2018	Scaffold	DOE Joint Genome Institute	SAMN02745840
Ascobolus immersus RN42	1160509	PRJNA346638	346638	Fungi	Ascomycetes	59.5299	49.3	GCA_003788565.2	-	PZQT01	706	17876	17820	16/11/2018	20/11/2018	Scaffold	DOE Joint Genome Institute	SAMN05920622
Valsa sordida	252740	PRJNA598330	598330	Fungi	Ascomycetes	38.5692	51.9	GCA_016808195.1	-	JAEQMF01	8	-	-	4/2/2021	4/2/2021	Scaffold	Beijing Forestry University	SAMN04383933
Cytospora leucostoma	1230097	PRJNA296468	296468	Fungi	Ascomycetes	37.5702	52.4	GCA_003795295.1	-	LKEB01	353	10072	10072	19/11/2018	19/11/2018	Scaffold	Northwest A&F University	SAMN04099706
Valsa malicola	356882	PRJNA296468	296468	Fungi	Ascomycetes	38.2619	51.7	GCA_003795315.1	-	LKEA01	287	10561	10561	19/11/2018	19/11/2018	Scaffold	Northwest A&F University	SAMN04099704
Morchella conica	5194	PRJNA559443	559443	Fungi	Ascomycetes	52.4255	46.9	GCA_008079325.1	-	VOVZ01	207	-	-	23/8/2019	23/8/2019	Scaffold	Shanghai Academy of Agricultural Science	SAMN12559022
Penicillium sp. SPG-F15	2488754	PRJNA435885	435885	Fungi	Ascomycetes	36.4144	46.5	GCA_003800485.2	-	PUHX02	78	-	-	20/11/2018	26/4/2023	Contig	Texas A&M University - Corpus Christi	SAMN08605975
Penicillium sp. SPG-F1	2488753	PRJNA435890	435890	Fungi	Ascomycetes	32.6293	48.2	GCA_003800495.2	-	PUXE02	128	-	-	20/11/2018	26/4/2023	Contig	Texas A&M University Corpus Christi	SAMN08606007
Scytalidium sp. 3C	2487125	PRJNA243259	243259	Fungi	Ascomycetes	41.022	47.1	GCA_000743665.3	-	JMRO03	233	4331	4331	26/8/2014	27/11/2018	Contig	Saint-Petersburg State University	SAMN02713643
Sparassis crispa	139825	PRJNA514748	514748	Fungi	Basidiomycetes	39.0203	51.4	GCA_003851025.1	-	BFAD01	32	13339	13157	7/11/2018	7/11/2018	Contig	NCBI	SAMD00076077
Penicillium sp. MT2 MMC-2018	2138087	PRJNA445729	445729	Fungi	Ascomycetes	33.8394	51.1	GCA_003852855.1	-	PZKB01	529	-	-	30/11/2018	17/6/2019	Contig	Florida A&M University	SAMN08797514
Hyphopichia pseudoburtonii	717741	PRJNA417355	417355	Fungi	Ascomycetes	15.5473	36.0086	GCA_003856775.1	chromosome 1:CP024751.1; chromosome 2:CP024752.1; chromosome 3:CP024753.1; chromosome 4:CP024754.1; chromosome 5:CP024755.1; chromosome 6:CP024756.1; chromosome 7:CP024757.1; chromosome 8:CP024758.1	-	8	-	-	3/12/2018	3/12/2018	Complete Genome	Chung-Ang university	SAMN07983364
Magnusiomyces capitatus CNRMA 12.647	1449804	PRJEB4367	221847	Fungi	Ascomycetes	17.7153	33.8	GCA_000817185.1	-	CBXB01	339	-	-	4/12/2014	30/9/2015	Scaffold	INSTITUT PASTEUR	SAMEA3158453
Pseudophaeomoniella oleicola	1671306	PRJNA486708	486708	Fungi	Ascomycetes	27.3578	48.4	GCA_003868215.1	-	QWDQ01	1554	-	-	6/12/2018	6/12/2018	Scaffold	"University of Bari ""A. Moro"""	SAMN09862437
Cyanodermella asteris	1986089	PRJEB19487	476268	Fungi	Ascomycetes	28.6675	52.6	GCA_900618795.1	-	UYJD01	37	-	-	23/11/2018	23/11/2018	Scaffold	"Center for Biotechnology, Bielefeld University"	SAMEA5093987
Neonectria sp. DH2	1735992	PRJNA507358	507358	Fungi	Ascomycetes	45.8286	53	GCA_003934905.1	-	RQWH01	43	-	-	11/12/2018	11/12/2018	Contig	Sun Yat-sen University	SAMN10492166
Saitozyma podzolica	1890683	PRJNA506379	506379	Fungi	Basidiomycetes	29.8882	58.8	GCA_003942215.1	-	RSCD01	46	10312	10224	12/12/2018	12/12/2018	Contig	Karlsruhe Institute of Technology	SAMN10458779
Fusarium duplospermum	1325734	PRJNA389173	389173	Fungi	Ascomycetes	47.52	50.9	GCA_003946985.1	-	NKCI01	1006	16432	16263	14/12/2018	14/12/2018	Scaffold	"University of California, Riverside"	SAMN07244161
Fusarium floridanum	1325733	PRJNA389173	389173	Fungi	Ascomycetes	47.4298	51.4	GCA_003947005.1	-	NKCL01	1719	16934	16762	14/12/2018	14/12/2018	Scaffold	"University of California, Riverside"	SAMN07244158
Fusarium sp. AF-6	1325737	PRJNA389173	389173	Fungi	Ascomycetes	43.1213	51.4	GCA_003947015.1	-	NKCJ01	1182	15456	15274	14/12/2018	14/12/2018	Contig	"University of California, Riverside"	SAMN07244160
Fusarium ambrosium	131363	PRJNA389173	389173	Fungi	Ascomycetes	49.0423	51.1	GCA_003947045.1	-	NIZV01	1366	17420	17262	14/12/2018	14/12/2018	Scaffold	"University of California, Riverside"	SAMN07200640
Jimgerdemannia lactiflua	324621	PRJNA494432	494432	Fungi	Other Fungi	179.668	44.4	GCA_003951145.1	-	RQIL01	45525	-	-	17/12/2018	17/12/2018	Contig	Oregon State University	SAMN10169340
Exophiala lecanii-corni	91925	PRJNA489473	489473	Fungi	Ascomycetes	34.4207	48.9387	GCA_003955835.1	chromosome 1:CP034370.1; chromosome 2:CP034371.1; chromosome 3:CP034372.1; chromosome 4:CP034373.1; chromosome 5:CP034374.1; chromosome 6:CP034375.1; chromosome 7:CP034376.1; chromosome 8:CP034377.1; chromosome 9:CP034378.1; chromosome 10:CP034379.1; chromosome 11:CP034380.1; chromosome 12:CP034381.1; mitochondrion MT:CP034382.1	-	13	-	-	19/12/2018	31/8/2020	Complete Genome	Naval Research Laboratory	SAMN09980456
Oidium heveae	299130	PRJNA485875	485875	Fungi	Ascomycetes	62.2808	-	GCA_003957845.1	-	QVIK01	13271	-	-	21/12/2018	21/12/2018	Scaffold	Hainan University	SAMN09829828
Moniliella sp. 'wahieum'	2020907	PRJNA433019	433019	Fungi	Basidiomycetes	69.497	58.7	GCA_003971905.1	-	RSEE01	223	-	-	21/12/2018	21/12/2018	Contig	Kyungpook National University	SAMN08469619
Proliferodiscus dingleyae	2283848	PRJNA487672	487672	Fungi	Ascomycetes	34.0131	48.1	GCA_003988795.1	-	QYAK01	70	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907755
Ploettnerulaceae sp. D365	2316157	PRJNA487672	487672	Fungi	Ascomycetes	32.1463	46.9	GCA_003988805.1	-	QYAL01	485	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907753
Phialocephala sp. D728	2316158	PRJNA487672	487672	Fungi	Ascomycetes	50.3156	45.5	GCA_003988865.1	-	QYAJ01	1295	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907756
Arachnopeziza araneosa	2259763	PRJNA487672	487672	Fungi	Ascomycetes	40.4532	45.6	GCA_003988855.1	-	QYAI01	1498	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907757
Hyphodiscus sp. D1413	2305101	PRJNA487672	487672	Fungi	Ascomycetes	34.5208	47.4	GCA_003988895.1	-	QYAO01	1074	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907750
Neobulgaria alba	1461596	PRJNA487672	487672	Fungi	Ascomycetes	39.5867	43.5	GCA_003988965.1	-	QYAM01	2641	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907752
Hymenotorrendiella dingleyae	2259768	PRJNA487672	487672	Fungi	Ascomycetes	56.4788	43.7	GCA_003988905.1	-	QYAP01	3867	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907749
Endogone sp. FLAS-F59071	2340872	PRJNA331665	331665	Fungi	Other Fungi	95.5527	38.9	GCA_003990785.1	-	RBNK01	15409	9344	9491	2/1/2019	2/1/2019	Contig	DOE Joint Genome Institute	SAMN05444560
Mycena citricolor	2018698	PRJNA476325	476325	Fungi	Basidiomycetes	75.0817	-	GCA_003987915.1	-	RCHG01	12462	-	-	31/12/2018	31/12/2018	Contig	Universidade de Sao Paulo	SAMN10215880
Jimgerdemannia flammicorona	994334	PRJNA331664	331664	Fungi	Other Fungi	239.575	42.7	GCA_003990745.1	-	RBNI01	33875	13276	13535	31/12/2018	31/12/2018	Contig	DOE Joint Genome Institute	SAMN05444478
Aureobasidium sp. P6	1771980	PRJNA509139	509139	Fungi	Ascomycetes	24.6344	50.7	GCA_003992365.1	-	RZIQ01	237	-	-	4/1/2019	4/1/2019	Scaffold	Ocean University of China	SAMN10523196
Taphrina sp. SM11	2305253	PRJNA487587	487587	Fungi	Ascomycetes	13.6383	48.8	GCA_004000165.1	-	RHDT01	342	-	-	8/1/2019	8/1/2019	Contig	University of Helsinki	SAMN09906266
Tubulinosema ratisbonensis	291195	PRJNA494796	494796	Fungi	Other Fungi	7.56042	23.1	GCA_004000155.1	-	RCSS01	952	3082	3013	8/1/2019	8/1/2019	Scaffold	"Universite Clermont Auvergne, CNRS UMR 6023"	SAMN10180275
Davidsoniella eucalypti	1580835	PRJNA503468	503468	Fungi	Ascomycetes	41.3656	46	GCA_004009845.1	-	RMBW01	1213	-	-	9/1/2019	9/1/2019	Scaffold	Forestry and Agricultural Biotechnology Institute	SAMN10359628
Teratosphaeria destructans	418781	PRJNA575157	575157	Fungi	Ascomycetes	27.5636	54.4	GCA_010367425.1	-	WBMN01	2992	-	-	10/2/2020	10/2/2020	Scaffold	"Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria"	SAMN12878417
Ascochyta lentis	205686	PRJNA510691	510691	Fungi	Ascomycetes	41.975	48.4	GCA_004011705.1	-	RZGK01	28	11638	11638	11/1/2019	3/12/2020	Contig	Curtin University	SAMN10613129
Floccularia luteovirens	493452	PRJNA558101	558101	Fungi	Basidiomycetes	27.003	43.5	GCA_009739215.1	-	VSJF01	23	-	-	10/12/2019	10/12/2019	Contig	Zhejiang University	SAMN12427884
Neonothopanus nambi	71958	PRJNA476325	476325	Fungi	Basidiomycetes	103.544	-	GCA_003987895.1	-	RCHF01	14713	-	-	31/12/2018	31/12/2018	Contig	Universidade de Sao Paulo	SAMN10215881
Chlorencoelia torta	163795	PRJNA487672	487672	Fungi	Ascomycetes	44.3804	-	GCA_003988815.1	-	QYAN01	6881	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907751
Lachnum nothofagi	2283846	PRJNA487672	487672	Fungi	Ascomycetes	74.5829	-	GCA_003988875.1	-	QYSG01	19999	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907754
Chaetoscypha palmicola	1603990	PRJNA487672	487672	Fungi	Ascomycetes	50.2887	43.7	GCA_003988945.1	-	QYAH01	24080	-	-	31/12/2018	31/12/2018	Scaffold	Manaaki Whenua Landcare Research	SAMN09907758
Claviceps aff. purpurea	1967640	PRJNA528707	528707	Fungi	Ascomycetes	29.5955	51.8	GCA_018361025.1	-	SRRH01	1334	8316	8197	14/5/2021	14/5/2021	Contig	None	SAMN11159849
Claviceps humidiphila	1294629	PRJNA528707	528707	Fungi	Ascomycetes	31.1617	51.5	GCA_018360465.1	-	SRQM01	1236	8440	8322	14/5/2021	14/5/2021	Contig	None	SAMN11159871
Claviceps spartinae	1294630	PRJNA528707	528707	Fungi	Ascomycetes	29.3089	51.4	GCA_018360215.1	-	SRPX01	1456	8433	8314	14/5/2021	14/5/2021	Contig	None	SAMN11159888
Xylaria grammica	363999	PRJNA368785	368785	Fungi	Ascomycetes	54.7302	44	GCA_004353285.2	-	NGZP02	25	-	-	15/3/2019	6/7/2021	Contig	National Institute of Biological Resources	SAMN06272961
Botryosphaeria kuwatsukai	2021124	PRJNA777748	777748	Fungi	Ascomycetes	43.8873	54.7	GCA_023084525.1	-	JAJMVU01	590	-	-	21/4/2022	21/4/2022	Scaffold	Shandong Agricultural University	SAMN22899323
Quambalaria eucalypti	363177	PRJNA507544	507544	Fungi	Basidiomycetes	26.2194	60.2	GCA_004016185.1	-	RRYC01	9165	-	-	14/1/2019	14/1/2019	Contig	University of Pretoria	SAMN10497193
Verruconis sp.	2011826	PRJNA471744	471744	Fungi	Ascomycetes	15.6344	52.6	GCA_004026245.1	-	SCGS01	3092	-	-	16/1/2019	16/1/2019	Scaffold	Jill Banfield's Lab at Berkeley	SAMN09217384
Malassezia sp.	2011732	PRJNA471744	471744	Fungi	Basidiomycetes	6.45745	56.1	GCA_004026415.1	-	SCGP01	1606	-	-	16/1/2019	16/1/2019	Contig	Jill Banfield's Lab at Berkeley	SAMN09217388
Exophiala sp.	1718875	PRJNA471744	471744	Fungi	Ascomycetes	24.6663	49.6	GCA_004026505.1	-	SCGT01	3644	-	-	16/1/2019	16/1/2019	Scaffold	Jill Banfield's Lab at Berkeley	SAMN09217383
Grosmannia galeiformis	255215	PRJNA507035	507035	Fungi	Ascomycetes	26.4302	57.3	GCA_004028395.1	-	RQWE01	869	-	-	17/1/2019	17/1/2019	Scaffold	University of Pretoria	SAMN10483309
Acaulopage tetraceros	1172177	PRJNA451036	451036	Fungi	Other Fungi	11.1768	44.4	GCA_004114255.1	-	QZWU01	515	-	-	25/1/2019	25/1/2019	Scaffold	University of Michigan	SAMN10060497
Zoopage sp. CT-All	2364153	PRJNA451036	451036	Fungi	Other Fungi	13.9157	53.7	GCA_004114245.1	-	QZWS01	1958	-	-	25/1/2019	25/1/2019	Scaffold	University of Michigan	SAMN10060499
Cochlonema odontosperma	2082957	PRJNA451036	451036	Fungi	Other Fungi	16.8412	53.7	GCA_004114315.1	-	QZWT01	1819	-	-	25/1/2019	25/1/2019	Scaffold	University of Michigan	SAMN10060498
Zoophagus insidians	78907	PRJNA451036	451036	Fungi	Other Fungi	21.009	40.8	GCA_004114325.1	-	QZWR01	2431	-	-	25/1/2019	25/1/2019	Scaffold	University of Michigan	SAMN10060500
Starmerella kuoi	1008382	PRJNA396763	396763	Fungi	Ascomycetes	9.90869	44.7	GCA_004124915.1	-	NRDS01	145	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511551
Starmerella riodocensis	308924	PRJNA396763	396763	Fungi	Ascomycetes	10.2225	57.8	GCA_004124955.1	-	NRDT01	1015	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511550
Starmerella sorbosivorans	140312	PRJNA396763	396763	Fungi	Ascomycetes	10.357	58.4	GCA_004125005.1	-	NRDZ01	958	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511544
Starmerella ratchasimensis	225544	PRJNA396763	396763	Fungi	Ascomycetes	11.6008	53	GCA_004124975.1	-	NRDV01	1256	-	-	31/1/2019	16/9/2019	Contig	UW-Madison	SAMN07511548
Starmerella tilneyi (nom. inval.)	121468	PRJNA396763	396763	Fungi	Ascomycetes	9.81675	52.6	GCA_004125055.1	-	NREA01	1243	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511543
Wickerhamiella occidentalis	75734	PRJNA396763	396763	Fungi	Ascomycetes	10.0564	47.8	GCA_004125095.1	-	NREE01	552	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511539
Wickerhamiella hasegawae	446224	PRJNA396763	396763	Fungi	Ascomycetes	10.4556	48.4	GCA_004125105.1	-	NREH01	1101	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511536
Starmerella vaccinii	45600	PRJNA396763	396763	Fungi	Ascomycetes	10.3274	53.5	GCA_004125185.1	-	NRDX01	254	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511546
Starmerella gropengiesseri	45555	PRJNA396763	396763	Fungi	Ascomycetes	8.7807	55.9	GCA_004125075.1	-	NREB01	3225	-	-	31/1/2019	16/9/2019	Scaffold	UW-Madison	SAMN07511542
